 TIME                    	AmbientTemperature       	TotalSolarRadiation      	BeamSolarRadiation       	DiffuseSolarRadiation    	IncidentAngle            	
 HOURS              	°C                  	KJ/hr.m2            	KJ/hr.m2            	KJ/hr.m2            	Degree              	
  +1.4169000000000000E+04	  +1.7850000381469727E+01	  +5.1722547864913940E+02	  +4.1927742958068848E+00	  +5.0255075073242188E+02	  +5.3950290679931641E+01	
  +1.4170000000000000E+04	  +1.8549999237060547E+01	  +7.3145524978637695E+02	  +2.7030357360839844E+01	  +6.9003662109375000E+02	  +3.9920673370361328E+01	
  +1.4171000000000000E+04	  +1.9300001144409180E+01	  +9.9286964988708496E+02	  +5.6084999084472656E+01	  +9.1790411376953125E+02	  +2.5970209121704102E+01	
  +1.4172000000000000E+04	  +2.0004167556762695E+01	  +9.9802527046203613E+02	  +5.2305435180664062E+01	  +9.2664398193359375E+02	  +1.2643737792968750E+01	
  +1.4173000000000000E+04	  +2.0647222518920898E+01	  +1.4860858116149902E+03	  +2.2900114440917969E+02	  +1.2318889160156250E+03	  +7.3023486137390137E+00	
  +1.4174000000000000E+04	  +2.1327777862548828E+01	  +1.5018854827880859E+03	  +2.9295693969726562E+02	  +1.1835374755859375E+03	  +1.8854970932006836E+01	
  +1.4175000000000000E+04	  +2.1633333206176758E+01	  +4.8423888301849365E+02	  +0.0000000000000000E+00	  +4.7479861450195312E+02	  +3.2626255035400391E+01	
  +1.4176000000000000E+04	  +2.1044643402099609E+01	  +6.0112405180931091E+01	  +0.0000000000000000E+00	  +5.8940509796142578E+01	  +4.6639770507812500E+01	
  +1.4177000000000000E+04	  +2.0430358886718750E+01	  +1.0686651182174683E+02	  +0.0000000000000000E+00	  +1.0478314208984375E+02	  +6.0654285430908203E+01	
  +1.4178000000000000E+04	  +2.0049999237060547E+01	  +2.6048710298538208E+02	  +0.0000000000000000E+00	  +2.5540888977050781E+02	  +7.4568687438964844E+01	
  +1.4179000000000000E+04	  +1.9652500152587891E+01	  +4.3414518475532532E+01	  +0.0000000000000000E+00	  +4.2568149566650391E+01	  +8.8288932800292969E+01	
  +1.4180000000000000E+04	  +1.9260000228881836E+01	  +4.3414518475532532E+01	  +0.0000000000000000E+00	  +4.2568149566650391E+01	  +9.9781898498535156E+01	
  +1.4181000000000000E+04	  +1.8799999237060547E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4182000000000000E+04	  +1.8250000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4183000000000000E+04	  +1.7750000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4184000000000000E+04	  +1.7250000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4185000000000000E+04	  +1.6637500762939453E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4186000000000000E+04	  +1.5800001144409180E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4187000000000000E+04	  +1.5000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4188000000000000E+04	  +1.4238636970520020E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4189000000000000E+04	  +1.3503030776977539E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0309878540039062E+02	
  +1.4190000000000000E+04	  +1.2973958969116211E+01	  +3.6735365390777588E+01	  +0.0000000000000000E+00	  +3.6019207000732422E+01	  +9.5407005310058594E+01	
  +1.4191000000000000E+04	  +1.3986648559570312E+01	  +3.6580172252655029E+02	  +9.2366088867187500E+01	  +2.6503704833984375E+02	  +8.1816810607910156E+01	
  +1.4192000000000000E+04	  +1.6058441162109375E+01	  +1.0886020584106445E+03	  +6.3293988037109375E+02	  +4.3613058471679688E+02	  +6.7976806640625000E+01	
  +1.4193000000000000E+04	  +1.7810119628906250E+01	  +1.4595829162597656E+03	  +7.3417181396484375E+02	  +7.0171276855468750E+02	  +5.3995685577392578E+01	
  +1.4194000000000000E+04	  +1.9274999618530273E+01	  +1.9288866558074951E+03	  +8.7864532470703125E+02	  +1.0202277832031250E+03	  +3.9966041564941406E+01	
  +1.4195000000000000E+04	  +2.0085416793823242E+01	  +8.0304453277587891E+02	  +6.1047492980957031E+01	  +7.2637176513671875E+02	  +2.6032016754150391E+01	
  +1.4196000000000000E+04	  +2.0135417938232422E+01	  +1.4811861057281494E+03	  +2.6746618652343750E+02	  +1.1887194824218750E+03	  +1.2783428192138672E+01	
  +1.4197000000000000E+04	  +1.9722223281860352E+01	  +2.1039345884323120E+02	  +0.0000000000000000E+00	  +2.0629182434082031E+02	  +7.6093244552612305E+00	
  +1.4198000000000000E+04	  +1.9002777099609375E+01	  +7.1147547054290771E+02	  +2.8477458953857422E+01	  +6.6880505371093750E+02	  +1.9020570755004883E+01	
  +1.4199000000000000E+04	  +1.8677083969116211E+01	  +5.4908782672882080E+02	  +4.6282587051391602E+00	  +5.3319635009765625E+02	  +3.2758678436279297E+01	
  +1.4200000000000000E+04	  +1.8508333206176758E+01	  +8.8639575386047363E+02	  +1.0126005554199219E+02	  +7.6905468750000000E+02	  +4.6766128540039062E+01	
  +1.4201000000000000E+04	  +1.8779167175292969E+01	  +1.3027186489105225E+03	  +6.7272418212890625E+02	  +6.0792376708984375E+02	  +6.0784614562988281E+01	
  +1.4202000000000000E+04	  +1.8765625000000000E+01	  +4.7294110488891602E+02	  +7.7521614074707031E+01	  +3.8578390502929688E+02	  +7.4708923339843750E+01	
  +1.4203000000000000E+04	  +1.8209375381469727E+01	  +1.7917474770545959E+02	  +3.5858852863311768E+00	  +1.7122680664062500E+02	  +8.8443969726562500E+01	
  +1.4204000000000000E+04	  +1.7543750762939453E+01	  +3.6735365390777588E+01	  +0.0000000000000000E+00	  +3.6019207000732422E+01	  +9.9695755004882812E+01	
  +1.4205000000000000E+04	  +1.6950000762939453E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4206000000000000E+04	  +1.6400001525878906E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4207000000000000E+04	  +1.5800000190734863E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4208000000000000E+04	  +1.5231249809265137E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4209000000000000E+04	  +1.4781250000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4210000000000000E+04	  +1.4450000762939453E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4211000000000000E+04	  +1.4149999618530273E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4212000000000000E+04	  +1.3811458587646484E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4213000000000000E+04	  +1.3415625572204590E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0297843170166016E+02	
  +1.4214000000000000E+04	  +1.3634524345397949E+01	  +8.3634334325790405E+01	  +0.0000000000000000E+00	  +8.1681175231933594E+01	  +9.5488067626953125E+01	
  +1.4215000000000000E+04	  +1.4276785850524902E+01	  +1.8033724999427795E+02	  +0.0000000000000000E+00	  +1.7682156372070312E+02	  +8.1878425598144531E+01	
  +1.4216000000000000E+04	  +1.4393425941467285E+01	  +1.4026230049133301E+02	  +0.0000000000000000E+00	  +1.3752787780761719E+02	  +6.8025054931640625E+01	
  +1.4217000000000000E+04	  +1.4703896522521973E+01	  +5.7228966045379639E+02	  +2.5481803894042969E+01	  +5.3541442871093750E+02	  +5.4036563873291016E+01	
  +1.4218000000000000E+04	  +1.6155952453613281E+01	  +1.5849489727020264E+03	  +5.6012310791015625E+02	  +9.9917437744140625E+02	  +4.0007770538330078E+01	
  +1.4219000000000000E+04	  +1.7607675552368164E+01	  +1.6804351501464844E+03	  +4.4355972290039062E+02	  +1.2099869384765625E+03	  +2.6092008590698242E+01	
  +1.4220000000000000E+04	  +1.9021492004394531E+01	  +2.5943941802978516E+03	  +1.2138510742187500E+03	  +1.3423262939453125E+03	  +1.2926122665405273E+01	
  +1.4221000000000000E+04	  +2.0110000610351562E+01	  +1.1610780525207520E+03	  +1.3476164245605469E+02	  +1.0062639770507812E+03	  +7.9246678352355957E+00	
  +1.4222000000000000E+04	  +1.9694166183471680E+01	  +4.3414523887634277E+02	  +0.0000000000000000E+00	  +4.2568154907226562E+02	  +1.9198410034179688E+01	
  +1.4223000000000000E+04	  +1.9149999618530273E+01	  +3.9407027339935303E+02	  +0.0000000000000000E+00	  +3.8638784790039062E+02	  +3.2901626586914062E+01	
  +1.4224000000000000E+04	  +1.8649999618530273E+01	  +3.6401408052444458E+02	  +0.0000000000000000E+00	  +3.5691760253906250E+02	  +4.6902046203613281E+01	
  +1.4225000000000000E+04	  +1.8255001068115234E+01	  +5.6193076610565186E+02	  +4.0057556152343750E+01	  +5.1074020385742188E+02	  +6.0923915863037109E+01	
  +1.4226000000000000E+04	  +1.8151250839233398E+01	  +5.8566526699066162E+02	  +1.9665156555175781E+02	  +3.7742495727539062E+02	  +7.4857673645019531E+01	
  +1.4227000000000000E+04	  +1.7979465484619141E+01	  +1.6470858955383301E+02	  +2.7610622406005859E+01	  +1.3065254211425781E+02	  +8.8607269287109375E+01	
  +1.4228000000000000E+04	  +1.7464286804199219E+01	  +1.6697894364595413E+01	  +0.0000000000000000E+00	  +1.6372367858886719E+01	  +9.9611877441406250E+01	
  +1.4229000000000000E+04	  +1.7150001525878906E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4230000000000000E+04	  +1.7049999237060547E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4231000000000000E+04	  +1.6993749618530273E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4232000000000000E+04	  +1.6949998855590820E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4233000000000000E+04	  +1.6906250000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4234000000000000E+04	  +1.6850000381469727E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4235000000000000E+04	  +1.6750000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4236000000000000E+04	  +1.6650001525878906E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4237000000000000E+04	  +1.6586250305175781E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0285358428955078E+02	
  +1.4238000000000000E+04	  +1.6622678756713867E+01	  +2.0037469029426575E+01	  +0.0000000000000000E+00	  +1.9646837234497070E+01	  +9.5563819885253906E+01	
  +1.4239000000000000E+04	  +1.7055358886718750E+01	  +2.5380797338485718E+02	  +0.0000000000000000E+00	  +2.4885997009277344E+02	  +8.1934761047363281E+01	
  +1.4240000000000000E+04	  +1.8504465103149414E+01	  +7.2684564399719238E+02	  +1.9129617309570312E+02	  +5.2200756835937500E+02	  +6.8068305969238281E+01	
  +1.4241000000000000E+04	  +1.9943750381469727E+01	  +8.8899781417846680E+02	  +1.4536701965332031E+02	  +7.2748468017578125E+02	  +5.4072925567626953E+01	
  +1.4242000000000000E+04	  +2.0671875000000000E+01	  +7.2736958312988281E+02	  +2.7475902557373047E+01	  +6.8563562011718750E+02	  +4.0045894622802734E+01	
  +1.4243000000000000E+04	  +2.1094791412353516E+01	  +7.8961780548095703E+02	  +2.3710573196411133E+01	  +7.5041217041015625E+02	  +2.6150308609008789E+01	
  +1.4244000000000000E+04	  +2.1558334350585938E+01	  +1.0521728496551514E+03	  +8.1940162658691406E+01	  +9.5044067382812500E+02	  +1.3072011947631836E+01	
  +1.4245000000000000E+04	  +2.2299999237060547E+01	  +1.6470011959075928E+03	  +3.6260012817382812E+02	  +1.2571219482421875E+03	  +8.2479343414306641E+00	
  +1.4246000000000000E+04	  +2.3200000762939453E+01	  +1.8903301277160645E+03	  +5.7956890869140625E+02	  +1.2811383056640625E+03	  +1.9388399124145508E+01	
  +1.4247000000000000E+04	  +2.3500000000000000E+01	  +8.4613640213012695E+02	  +5.6085174560546875E+01	  +7.7377490234375000E+02	  +3.3055107116699219E+01	
  +1.4248000000000000E+04	  +2.3500000000000000E+01	  +7.8214096736907959E+02	  +5.3413654327392578E+01	  +7.1368798828125000E+02	  +4.7047531127929688E+01	
  +1.4249000000000000E+04	  +2.3262500762939453E+01	  +3.1392037439346313E+02	  +0.0000000000000000E+00	  +3.0780047607421875E+02	  +6.1072177886962891E+01	
  +1.4250000000000000E+04	  +2.2649999618530273E+01	  +3.6899869680404663E+02	  +2.5138998031616211E+01	  +3.3637258911132812E+02	  +7.5015045166015625E+01	
  +1.4251000000000000E+04	  +2.2149999618530273E+01	  +1.6358037424087524E+02	  +8.5133714675903320E+00	  +1.5031431579589844E+02	  +8.8778854370117188E+01	
  +1.4252000000000000E+04	  +2.1566667556762695E+01	  +3.0056202590465546E+01	  +0.0000000000000000E+00	  +2.9470254898071289E+01	  +9.9530326843261719E+01	
  +1.4253000000000000E+04	  +2.0889583587646484E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4254000000000000E+04	  +2.0356250762939453E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4255000000000000E+04	  +1.9799999237060547E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4256000000000000E+04	  +1.9193750381469727E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4257000000000000E+04	  +1.8643749237060547E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4258000000000000E+04	  +1.8149999618530273E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4259000000000000E+04	  +1.7649999618530273E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4260000000000000E+04	  +1.7149999618530273E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4261000000000000E+04	  +1.6649999618530273E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0273069763183594E+02	
  +1.4262000000000000E+04	  +1.6465789794921875E+01	  +3.6735365331172943E+01	  +0.0000000000000000E+00	  +3.6019207000732422E+01	  +9.5647331237792969E+01	
  +1.4263000000000000E+04	  +1.6694211959838867E+01	  +4.0074941873550415E+01	  +0.0000000000000000E+00	  +3.9293678283691406E+01	  +8.1999229431152344E+01	
  +1.4264000000000000E+04	  +1.7231668472290039E+01	  +3.6401408052444458E+02	  +0.0000000000000000E+00	  +3.5691760253906250E+02	  +6.8120162963867188E+01	
  +1.4265000000000000E+04	  +1.7766334533691406E+01	  +1.2022482562065125E+02	  +0.0000000000000000E+00	  +1.1788103485107422E+02	  +5.4118507385253906E+01	
  +1.4266000000000000E+04	  +1.7867000579833984E+01	  +4.4750356006622314E+02	  +0.0000000000000000E+00	  +4.3877944946289062E+02	  +4.0094146728515625E+01	
  +1.4267000000000000E+04	  +1.9244644165039062E+01	  +1.6726621437072754E+03	  +4.6706011962890625E+02	  +1.1790390625000000E+03	  +2.6220411300659180E+01	
  +1.4268000000000000E+04	  +2.0863691329956055E+01	  +1.6674680080413818E+03	  +3.8256787109375000E+02	  +1.2573605957031250E+03	  +1.3232621192932129E+01	
  +1.4269000000000000E+04	  +2.2110416412353516E+01	  +1.9323645801544189E+03	  +5.2454724121093750E+02	  +1.3776735839843750E+03	  +8.5727910995483398E+00	
  +1.4270000000000000E+04	  +2.3165626525878906E+01	  +1.9086567687988281E+03	  +6.3524133300781250E+02	  +1.2437274169921875E+03	  +1.9577569961547852E+01	
  +1.4271000000000000E+04	  +2.4323438644409180E+01	  +2.9600947647094727E+03	  +2.1796130371093750E+03	  +7.3842370605468750E+02	  +3.3205539703369141E+01	
  +1.4272000000000000E+04	  +2.5318149566650391E+01	  +2.0303842182159424E+03	  +1.3295269775390625E+03	  +6.7045306396484375E+02	  +4.7188907623291016E+01	
  +1.4273000000000000E+04	  +2.5628206253051758E+01	  +1.2702615985870361E+03	  +6.8993414306640625E+02	  +5.5923333740234375E+02	  +6.1215747833251953E+01	
  +1.4274000000000000E+04	  +2.5693334579467773E+01	  +8.1997635650634766E+02	  +4.7158551025390625E+02	  +3.3217962646484375E+02	  +7.5167289733886719E+01	
  +1.4275000000000000E+04	  +2.5124376296997070E+01	  +1.5679347276687622E+02	  +7.6134400367736816E+00	  +1.4455755615234375E+02	  +8.8945327758789062E+01	
  +1.4276000000000000E+04	  +2.4228126525878906E+01	  +3.0056206405162811E+01	  +0.0000000000000000E+00	  +2.9470258712768555E+01	  +9.9444595336914062E+01	
  +1.4277000000000000E+04	  +2.3450000762939453E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4278000000000000E+04	  +2.2750000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4279000000000000E+04	  +2.2049999237060547E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4280000000000000E+04	  +2.1350000381469727E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4281000000000000E+04	  +2.0606250762939453E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4282000000000000E+04	  +1.9856250762939453E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4283000000000000E+04	  +1.9100000381469727E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4284000000000000E+04	  +1.8300001144409180E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4285000000000000E+04	  +1.7521875381469727E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4286000000000000E+04	  +1.7192014694213867E+01	  +4.0074941873550415E+01	  +0.0000000000000000E+00	  +3.9293678283691406E+01	  +9.5725418090820312E+01	
  +1.4287000000000000E+04	  +1.7992929458618164E+01	  +2.6531295919418335E+02	  +2.0665555953979492E+01	  +2.3891813659667969E+02	  +8.2058425903320312E+01	
  +1.4288000000000000E+04	  +1.8501514434814453E+01	  +2.5380798864364624E+02	  +0.0000000000000000E+00	  +2.4885998535156250E+02	  +6.8166976928710938E+01	
  +1.4289000000000000E+04	  +1.9538095474243164E+01	  +1.2242435836791992E+03	  +4.5947747802734375E+02	  +7.4425793457031250E+02	  +5.4159618377685547E+01	
  +1.4290000000000000E+04	  +2.1196752548217773E+01	  +1.7500957889556885E+03	  +7.3185375976562500E+02	  +9.9122332763671875E+02	  +4.0138896942138672E+01	
  +1.4291000000000000E+04	  +2.3075935363769531E+01	  +3.2164766540527344E+03	  +2.3903879394531250E+03	  +7.8129626464843750E+02	  +2.6289003372192383E+01	
  +1.4292000000000000E+04	  +2.5018383026123047E+01	  +2.6266639938354492E+03	  +1.2991680908203125E+03	  +1.2894093017578125E+03	  +1.3396452903747559E+01	
  +1.4293000000000000E+04	  +2.5450000762939453E+01	  +1.3090988311767578E+03	  +2.1470533752441406E+02	  +1.0722576904296875E+03	  +8.9051017761230469E+00	
  +1.4294000000000000E+04	  +2.5549999237060547E+01	  +1.3770528125762939E+03	  +2.9013244628906250E+02	  +1.0638079833984375E+03	  +1.9778793334960938E+01	
  +1.4295000000000000E+04	  +2.5130769729614258E+01	  +2.6048713350296021E+02	  +0.0000000000000000E+00	  +2.5540892028808594E+02	  +3.3366539001464844E+01	
  +1.4296000000000000E+04	  +2.4233516693115234E+01	  +5.3776955318450928E+02	  +4.5025577545166016E+00	  +5.2239440917968750E+02	  +4.7339874267578125E+01	
  +1.4297000000000000E+04	  +2.3804464340209961E+01	  +4.9779055976867676E+02	  +1.6344188690185547E+01	  +4.7148526000976562E+02	  +6.1368312835693359E+01	
  +1.4298000000000000E+04	  +2.3362501144409180E+01	  +4.8190568447113037E+02	  +9.8829925537109375E+01	  +3.7350527954101562E+02	  +7.5328155517578125E+01	
  +1.4299000000000000E+04	  +2.2818750381469727E+01	  +1.5565017175674438E+02	  +3.1021876335144043E+00	  +1.4844635009765625E+02	  +8.9119979858398438E+01	
  +1.4300000000000000E+04	  +2.2150001525878906E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.9361221313476562E+01	
  +1.4301000000000000E+04	  +2.1450000762939453E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4302000000000000E+04	  +2.0750000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4303000000000000E+04	  +2.0093750000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4304000000000000E+04	  +1.9462501525878906E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4305000000000000E+04	  +1.8700000762939453E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4306000000000000E+04	  +1.7956251144409180E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4307000000000000E+04	  +1.7200000762939453E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4308000000000000E+04	  +1.6399999618530273E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4309000000000000E+04	  +1.5599999427795410E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4310000000000000E+04	  +1.5345455169677734E+01	  +6.9439659237861633E+01	  +0.0000000000000000E+00	  +6.7681816101074219E+01	  +9.5759536743164062E+01	
  +1.4311000000000000E+04	  +1.6615259170532227E+01	  +3.6574545478820801E+02	  +1.2549317169189453E+02	  +2.3185369873046875E+02	  +8.2118957519531250E+01	
  +1.4312000000000000E+04	  +1.8393697738647461E+01	  +1.0986744441986084E+03	  +6.8414703369140625E+02	  +3.9551666259765625E+02	  +6.8215599060058594E+01	
  +1.4313000000000000E+04	  +2.0385587692260742E+01	  +1.7409598178863525E+03	  +1.1263239746093750E+03	  +5.8787756347656250E+02	  +5.4203105926513672E+01	
  +1.4314000000000000E+04	  +2.1764167785644531E+01	  +1.4780223464965820E+03	  +4.8922955322265625E+02	  +9.6502935791015625E+02	  +4.0187026977539062E+01	
  +1.4315000000000000E+04	  +2.2700000762939453E+01	  +2.2109556465148926E+03	  +1.0304833984375000E+03	  +1.1478544921875000E+03	  +2.6362838745117188E+01	
  +1.4316000000000000E+04	  +2.3908332824707031E+01	  +2.6227084197998047E+03	  +1.3446053466796875E+03	  +1.2404071044921875E+03	  +1.3569131851196289E+01	
  +1.4317000000000000E+04	  +2.4611110687255859E+01	  +1.6109411659240723E+03	  +3.5301028442382812E+02	  +1.2313679199218750E+03	  +9.2417182922363281E+00	
  +1.4318000000000000E+04	  +2.4803888320922852E+01	  +1.6091754798889160E+03	  +3.8387582397460938E+02	  +1.1987366943359375E+03	  +1.9985584259033203E+01	
  +1.4319000000000000E+04	  +2.4984998703002930E+01	  +1.6291161746978760E+03	  +4.7939648437500000E+02	  +1.1237426757812500E+03	  +3.3531322479248047E+01	
  +1.4320000000000000E+04	  +2.4880556106567383E+01	  +1.1106168155670166E+03	  +2.0834594726562500E+02	  +8.8280438232421875E+02	  +4.7493591308593750E+01	
  +1.4321000000000000E+04	  +2.4538196563720703E+01	  +8.9711726093292236E+02	  +2.1396093750000000E+02	  +6.6727062988281250E+02	  +6.1522983551025391E+01	
  +1.4322000000000000E+04	  +2.3889062881469727E+01	  +3.9340220880508423E+02	  +4.1759685516357422E+01	  +3.4369967651367188E+02	  +7.5490745544433594E+01	
  +1.4323000000000000E+04	  +2.2923437118530273E+01	  +9.3508205413818359E+01	  +0.0000000000000000E+00	  +9.1685256958007812E+01	  +8.9296134948730469E+01	
  +1.4324000000000000E+04	  +2.1759374618530273E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.9276969909667969E+01	
  +1.4325000000000000E+04	  +2.0509374618530273E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4326000000000000E+04	  +1.9250000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4327000000000000E+04	  +1.7950000762939453E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4328000000000000E+04	  +1.6675001144409180E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4329000000000000E+04	  +1.5550000190734863E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4330000000000000E+04	  +1.4450000762939453E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
  +1.4331000000000000E+04	  +1.3300000190734863E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	
